"log.AGN.NII.AGN.H_alpha..10.","log.AGN.EW_H_alpha..10.","log.AGN.OIII.AGN.H_beta..10."
-0.445147673627803,0.913442954859396,0.49758354782995
0.0841187363367374,0.855276803830092,0.142999706171831
-0.357838294370885,1.26040533223982,-0.308903473628246
-0.282553389363333,1.14006786905229,-0.693812158579253
0.15471962092973,0.0203612826477079,0.245884143781343
-0.506916819923116,1.29963802497908,-0.398874962018259
-0.317451570237837,0.408070285887185,-0.66245225748336
0.199706241118881,0.211921084308509,0.201267100752326
-0.473931527716349,1.31703903039834,-0.587514211589727
-0.47434100152486,1.51826381952857,-0.682975487270753
-0.329990086927342,-0.482804102050026,-0.0159580847482446
-0.448069929181155,1.0971878725709,-0.646100804850064
-0.337264236478898,0.955399086639267,-0.740690518789387
-0.425197209356458,1.60758368400124,-0.595233330779492
-0.372399414472687,1.09282587292398,-0.0587019789869763
-0.650057441267521,1.69304948405958,-0.0207126573312808
-0.540485064178928,1.64306756294941,-0.318211331473526
-0.342413715344134,0.961231197044663,-0.372503223297225
0.0567796960185527,0.150142161848559,-0.312354116630571
-0.396026664579958,0.99638031323341,-0.145059870896174
-0.146758113248113,-0.0757207139381184,0.619641802308368
-0.35697062779668,1.33399106156951,-0.595815635882484
-0.409507014232877,1.18644776077492,-0.612438552097698
-0.430954180061744,1.08887995610805,-0.698443925796828
-0.456304522407434,1.15530566615963,-0.322725796731061
-0.296111487310184,1.46924748409219,-0.477913596285978
0.148361064711811,0.214843848047698,0.123140150732892
-0.00969627269282419,0.195622943586937,0.092828056302243
0.163934799632406,0.217483944213906,0.606868793118978
0.0982852898913768,0.533772058384718,0.389070830571566
-0.480379803024621,1.26415643674589,-0.379435872514925
-0.45157087289372,1.69300545627374,-0.690495282209605
-0.640634114092957,1.33073835817888,-0.0689994015829109
-0.732938495805564,1.43681439488943,0.107912383711048
-0.35795530371236,1.6008749234755,-0.685268374748365
-0.401748086995368,1.36336750294349,-0.421210587464282
-0.162411258856288,0.227886704613674,-0.591780063772236
-0.449902643152292,1.05747591582625,-0.613186986539894
-0.418113057080181,1.78381071032645,-0.806048215945831
-0.156117465976304,0.00987563371216012,0.393709740095983
-0.408769496655891,1.54077980611034,-0.568763486328399
0.128406193562724,0.195899652409234,0.136466433686368
-0.414191972316852,0.993524403167066,-0.752001859696469
-0.458399503894056,1.52570546900604,-0.372275654319402
0.0570067505584097,-0.202732459169284,0.72415248261153
-0.393137190495619,0.711891549880579,-0.657501528628025
-0.435753057833123,1.32823685409492,-0.640995305297408
-0.0711790309072601,0.116607743988248,0.25988597342003
-0.00156734140571538,0.200850498091077,-0.22865812880978
-0.00580110908789657,0.369957607346053,0.314251625441697
0.072192571114753,-0.00130484168834428,0.419299109643859
-0.556835619197539,1.51061202578917,-0.230056900956901
-0.526095937034825,1.4587284749395,-0.390506311257252
-0.471230431330662,1.27703588817211,0.100744579053614
-0.491127056053607,1.04594853810533,-0.414856062217304
-0.402908788357446,1.08022952488487,-0.447660675413401
-0.398670931991282,1.00333125856133,-0.650146367721383
-0.320580735265465,1.34340859380386,-0.25253753838001
-0.371983500882292,1.51404277447199,-0.645050421755193
0.141924073098968,0.226084115975824,-0.035088700601205
-0.325328177406494,0.0370278797557749,0.158419359252841
-0.0945641137224528,0.653019451099613,0.0810629943691017
-0.485548892984458,1.30736765603853,-0.254626400879742
-0.0761882639931494,1.14479207849771,0.318445769485401
0.391825883340755,-0.730487055782084,0.837711162390026
-0.445481328895476,1.44043676610577,-0.563858407868941
0.19337832018779,0.423900918528417,0.569645294230612
-0.601239281979362,1.43733826291979,-0.118683537452349
0.0372185942427042,0.89740713966158,0.440880192857386
-0.20966979054552,0.153509989300838,-0.140710157285483
-0.372832044105046,1.26204745926143,-0.457778176000712
-0.352018274808758,0.868879446237088,-0.52807799055732
0.199792564886819,-0.363512103646635,0.00317414438903622
-0.345636474347001,0.997954004069403,-0.407852947939267
0.184601190195957,0.808143425761491,0.877935696958091
-0.465500903960119,1.47558403018481,-0.424111531024664
-0.298168537301428,0.965953889102063,-0.233407646711361
-0.39905465381352,1.24264079781762,-0.652271696763486
-0.41003781035704,1.50819292602544,-0.909380924118406
-0.197505502562063,0.0755469613925307,0.309157429467798
-0.499068032987523,1.04902409791505,-0.336174977246597
-0.30966035737319,0.679064318121313,-0.379032485608716
0.0798493694650848,0.0874264570362855,0.0709710396399007
-0.424445426391886,1.47379342272828,-0.381374990179042
-0.0515082937250752,0.344392273685111,0.0956269655349576
-0.468288501551715,1.25396766341496,-0.754458102184926
-0.451201388007457,0.834484285334805,0.0582353807823026
0.290808392673141,-0.39577394691553,0.775095091417747
-0.475783619014316,1.0884904701824,-0.373154504473254
-0.453362648035974,1.65015204314033,-0.580141369549879
-0.327517165581374,1.09950799372797,-0.0817952604975688
0.025876306234963,0.293362554711446,0.108771480080087
-0.716478680686942,1.39280243708366,0.0428871484815546
-0.339026020385472,1.16536305069737,-0.304315759624042
-0.479520003977622,1.26649040831114,-0.437146093774837
-0.458970799418487,1.42086302055098,-0.402967531748746
-0.540948184334651,1.68318217109745,-0.202302143660732
-0.484452835440254,1.29249973968558,-0.381532970988502
-0.460403413647026,1.42815099874445,-0.865316507133538
0.24569134663516,0.166726055580052,0.386493632916019
-0.600639717173878,1.24809593109413,0.047391289313819
-0.395965497845203,1.45041848093681,-0.619277254545235
-0.406081639202192,1.2143138974244,-0.366324746976568
0.0759686923508228,0.53731527311201,0.448022863401048
-0.472237584754951,1.30479201649223,-0.517916102696045
0.26116607903834,-0.302770657240282,0.112771657064852
-0.492766091608919,1.25985657385978,-0.368590384719663
-0.243845430944455,1.3599682158259,-0.404951051502989
-0.356790742870295,0.933588510196653,-0.581194214460598
-0.392553559303822,1.09120956473413,-0.534977237796537
-0.473925560979928,1.12326347590283,-0.520223834352288
-0.41469064937634,1.25122440957183,-0.413258709088671
0.352687801532983,0.461348433647983,0.37590842924085
-0.152387300506269,0.547282307963303,0.134870706464162
-0.538610427407935,1.24452451157008,-0.286590568953252
0.0727401690752662,0.612995656032348,0.212917584775463
-0.481219470373426,1.55917620499611,-0.257114218569958
-0.433542472609278,1.36904878894034,-0.372396766295761
-0.280882153564686,1.45654821637239,0.002840433790368
-0.159593295546543,1.24326134272058,-0.316144526552912
-0.440860266389186,1.61283681623226,-0.710228455238564
-0.545418804197906,1.65400317466991,-8.95075957860891e-05
-0.33926191124056,0.652922887567942,-0.39690144026501
-0.49625419913801,1.20997051670934,-0.398059222090822
-0.454060516624991,1.40269116426304,-0.627514820046061
-0.494388753192315,1.39218675328706,-0.37428190473923
-0.67516207848511,1.63765981155374,0.0323645417964852
-0.367771129090016,-0.0535477349869269,-0.638230518406414
-0.465940708137819,1.39392600658584,-0.275671656790303
-0.413865320908175,1.00419235625971,0.032855368750996
-0.434888892485668,1.03634938803184,-0.382400189329463
-0.0218981175534027,0.18440748541232,0.384021942709631
-0.475561236289834,0.935759103745312,-0.509260070311681
-0.533929088776527,1.28354997200268,-0.450966892607951
-0.247566217106483,0.850094594386701,-0.490614300663041
-0.165926435407449,0.610979379922997,-0.24367885232105
-0.70076594597602,1.73557494897443,0.199156339753519
-0.555280342240446,1.25544136457017,-0.0798977702762058
-0.0309359446164381,0.125481265700594,-0.0863514644582426
0.0769321913577924,1.1554271386398,1.03987726927416
0.001010718186185,0.279894980011638,0.103630431100803
-0.195681738774014,1.22297644989339,-0.737632809956518
