x y
-0.1729977139  0.5599066250
-0.7525713067  1.7559281868
-0.5270906550  1.7297235033
-0.3047752953  1.1009216803
-0.5598299526  1.4493858221
-0.4545456482  0.9895388033
-0.2455879259  1.1559733447
-0.5990616818  1.7109800173
-0.3046355180  1.0765312193
-0.3422585981  1.1016439855
-0.3957442056  0.6601062217
-0.2575776209  1.3705871002
-0.3503861245  0.9505108930
 0.0706498431  0.4024333462
-0.4302521291  0.9499751778
-0.1127073513  0.5299434017
-0.6855385547  1.7744804689
 0.1960462830  0.2629254693
-0.4812299552  1.2770588358
-0.5541942177  1.2313676314
-0.0667984615  0.5079907248
-0.4504487177  1.1319392952
-0.4182108756  0.5789828427
-0.1454738428  0.7730546934
-0.4622536185  1.0138059273
-0.0136906832  0.6317480744
-0.1520764708  0.2979792442
-0.4614125274  1.0213960567
-0.4406226286  1.0863954271
-0.4127652242  0.9819091701
-0.5224011223  1.4079684464
-0.4127133486  1.1409477713
-0.2279805729  0.6843066461
-0.1788960845  0.7402837197
-0.5325777928  1.6438275871
-0.5125070623  1.3104808915
 0.1607243129  0.1535099893
 0.1843540285 -0.0118871597
-0.4333327206  1.3816384467
-0.4207445410  1.7130450999
 0.0360573171  0.0461047872
-0.4054619528  1.1378286638
-0.1780080190  1.0786742734
-0.0688083443  0.3436055081
 0.3543377490  0.8798983243
-0.0676353707  1.4166904234
 0.1200333855  0.0166155476
-0.2357481896  1.0853976220
-0.3762290105  0.9703003754
-0.5185677782  1.3755904635
-0.5658110304  1.2050689643
-0.2887949463  0.8668188029
-0.1796224031  1.0352696001
