"","log.AGN.NII.AGN.H_alpha..10.","log.AGN.EW_H_alpha..10."
"2366",-0.49563105469637,0.917137752756444
"10512",-0.310426763009727,1.42811858870847
"48165",-0.427175429545496,1.16337012022588
"48720",-0.248101653703842,1.58232477043
"83729",-0.119539291854902,0.0523090996473234
"91472",-0.451495278770843,1.18514535767565
"6099",-0.433823299963847,1.19055579233517
"61682",-0.605670478746589,1.65802094148589
"50077",-0.225712940421514,0.611298362296429
"98694",-0.429754712930569,1.3378185287717
"82367",-0.500139687298809,1.32403539291392
"20618",-0.419934644481115,1.23761912994619
"102220",-0.204034915635294,0.854245297066119
"15942",-0.435271736483225,-0.332547047110046
"3375",-0.498878816088711,1.42537116643894
"22787",-0.440230359358475,1.62429241149657
"54069",-0.487570064472462,1.35239478797411
"105226",0.108267017905445,0.19200959265367
"56835",-0.562550916252318,1.63835944840148
"7103",-0.395516947046283,1.01932403715369
"97724",-0.305413802596985,1.12247801468151
"94377",-0.649418087726507,1.97800694713344
"37503",-0.695193133856209,1.56095818603873
"73806",-0.527252163394382,1.54060473274719
"25659",-0.779887376856383,1.36533820234694
"22622",-0.195876089254865,0.173477643452995
"81522",-0.412283318237745,1.56837775371822
"62492",-0.0448067050938251,0.109240968588203
"98104",0.173600120656371,0.311541958401195
"54141",-0.410665374653399,1.09011691075201
"3428",-0.427917627806912,1.22605831042711
"49069",-0.397429950898797,0.718584720027436
"6778",-0.444636704173016,1.13687903987552
"63743",-0.396553424175921,1.20606992374019
"23451",-0.0841180632763633,0.083860800866573
"18088",0.0509855527214916,0.795114985630363
"16299",-0.687738206705052,1.41868237495573
"41932",-0.435324430017891,1.1811286997473
"104348",-0.559195005606342,1.12697513886783
"44194",-0.3255773318341,1.00302947055362
"58363",-0.492668178820418,1.53305993328411
"53043",-0.616677844691084,1.41341712510937
"87173",-0.442408466070526,1.27941596611713
"46416",-0.337341890226341,1.42737248954948
"29025",-0.243383577137468,1.22026503358723
"30245",0.231873674046991,0.00860017176191757
"67401",-0.439127829123405,1.05990405588441
"102333",-0.272461044144611,1.10795577254771
"70354",-0.499486982779682,1.42206429813628
"92289",-0.444590948773898,1.38104284277191
"82882",-0.450401523898515,0.923192190420667
"64712",-0.383166330970647,0.716003343634799
"69898",-0.12592037974886,0.814580516010319
"43829",-0.459085209519208,1.6872791923729
"927",-0.294666802162098,0.954145988829548
"36412",0.176189674117383,0.57611089412084
"85094",-0.0394831822478739,0.184123354239671
"74339",-0.43649588385998,1.28575978254544
"78932",-0.393465188364553,0.967407556597473
"1390",-0.479674243906696,1.25911584418507
"64345",-0.467464874056353,1.45868316434648
"3636",0.183224704902667,-0.0236500209967266
"26465",-0.362101721306301,0.607025878434786
"24991",-0.280002143484651,0.524396122103842
"48517",-0.405826441278968,0.908163200055548
"53777",-0.37133351348149,0.747334109615905
"106397",-0.298845172425089,0.595496221825574
"29289",-0.0496758025521188,0.487562560256378
"55664",-0.519968998559066,0.956312530841194
"46769",-0.656162340297462,1.36586221540256
"31752",-0.0155583738090665,0.579897869603104
"56624",-0.190191583637293,0.849726444196328
"57612",-0.465319460063705,1.03318241372919
"36576",-0.372558191753241,1.58506573677377
"40474",-0.39152613401211,1.29196792332413
"37334",-0.530442608340428,1.20857570894757
"86766",-0.389525547372338,0.911423965376295
"54620",-0.474002497629493,1.19846463537192
"75093",0.0745774936602755,-0.162411561764489
"65440",-0.293284033539815,1.62841958504946
"103599",-0.604650510071859,1.60356654852287
"103492",-0.250723488636705,0.680063427481949
"40791",-0.471873428263892,1.27609399175922
"92452",-0.534818914386815,0.999739345106568
"65355",-0.39813357174508,1.46131840879527
"933",-0.490365236015375,1.45481438213335
"103616",-0.330472991026663,1.00813156224066
"45902",-0.168169832542278,1.28524216242542
"27030",-0.432200435720823,1.15329644935531
"59114",-0.321078709664838,0.896029912396227
"104746",-0.49179533282972,1.26083431217232
"50453",-0.363483039847811,1.14572457488067
"101569",-0.179676014264325,1.05644745847492
"7963",0.0778603329244842,0.735039705033721
"50814",-0.405698660953654,0.986054780769695
"96866",-0.289413667463078,0.710117365111816
"15121",-0.0511525224473813,-0.17134010346468
"76535",0.162805074619103,-0.253365801062421
"7761",-0.466211954596805,1.32988580505443
"79321",-0.257612296548676,0.376941757146759
"105334",-0.458320828034961,1.32378818990075
"71224",-0.279912497765962,0.715752716822859
"36926",-0.553595676905552,1.11457762700017
"74110",-0.541095793151401,1.28862923466499
"1091",-0.462931606033396,1.54827883403146
"12491",-0.166244660689816,0.953324696389185
"15048",0.159095561023852,-0.109020403010311
"19891",-0.438132062255104,1.25401606086104
"37938",0.361466878738956,-0.22548303427145
"19801",-0.609058167189508,1.30588853028431
"99644",-0.25545577252519,1.51380336918389
"47049",-0.436742186815508,1.72238709417712
"22224",-0.535732853234645,1.53048144981574
"40611",0.152830174334138,0.0685568950723631
"29100",-0.427291216996933,1.75728212544441
"7466",0.161774080074252,-0.0856568428805592
"33718",-0.444694904677851,1.71386839128222
"26683",-0.420324591699532,1.63658818372984
"21054",-0.746521552269868,1.95480190634872
"56805",-0.216611721048653,1.26401457998098
"35126",-0.299808753866244,1.53586352071245
"94897",-0.0218415131120421,-0.0236500209967266
"26461",-0.307866777669932,1.46020602745745
"72400",0.0148908217195826,-0.0530567293021746
"40004",-0.37282124077592,1.63017352978677
"53626",-0.568312702438196,1.60985042877394
"4055",-0.125428822751364,-0.215382707367125
"35782",-0.255295067879136,0.751048034820188
"62157",-0.393500905726069,0.989271791641693
"56964",-0.228456494106926,1.19991965159057
"22588",-0.430251434512533,1.71032895804263
"23353",-0.477168591202879,1.08841961701609
"18262",-0.442140150683684,1.04151111295932
"79919",-0.35219442539845,1.24900257490976
"98959",-0.888774926068354,1.05457475529482
"14829",-0.361052190128929,0.846151476528816
"41332",-0.00199139791947703,0.139249217571607
"43431",-0.428307408385551,1.01686627082898
"46020",-0.0731627929746049,0.717836867486926
"8601",-0.512943050699235,1.49861376469976
"86210",-0.810928236487718,1.13168280946141
"20667",-0.46441592943074,1.11005071614765
"27440",-0.328471360640439,1.45785163125561
"22465",-0.569920057516818,0.111598524880394
"4512",-0.0812810377748684,-0.1791420105603
"36472",-0.093781608784278,0.401572845676446
"86356",-0.396537957172123,1.27323283404305
"33044",-0.51925317774556,1.43877960335738
"75039",-0.431748891551422,1.14094777134266
"23793",-0.0194284948203512,0.371621927176021
"19300",0.0396034171948982,-0.1890957193313
"100599",-0.521260560314772,1.53667205126689
"21787",-0.591521026518812,1.18542882122067
"30966",-0.513404744646646,0.97799780995874
"75490",-0.365339999620845,1.07184520112941
"36788",-0.477633899088778,1.27820467168417
"45108",-0.559738035786296,0.856003453997221
"105023",-0.459198091896639,1.12162549220847
"96498",-0.637549700035322,1.59940268192958
"48962",-0.365577923495487,1.24052428811236
"58295",-0.222718512813151,0.510008512940235
"106269",0.0702932221179676,0.484442207642407
"38071",-0.444863566400847,1.06475739942968
"100327",0.280789717375498,-0.0851281824599496
"45610",-0.144203561130871,-0.159893905543242
"100647",-0.456271825140177,1.12914184579229
"87593",-0.302524951013738,0.913866811896239
"58463",-0.164873272210497,-0.188424994129407
"35050",-0.0683990732430977,0.418301291319745
"75375",-0.00380948233932806,-0.199970640755866
"20391",-0.505811489356599,1.17207725696948
"25033",0.18613432626703,-0.100179497572904
"71069",-0.555502250777167,1.67960957177976
"99566",-0.0919349771642236,0.129045059887958
"62142",-0.468956252972057,1.24261595756927
"2981",0.0690551942075561,0.360404054729939
"59265",-0.416092772264467,1.50212656070345
"102386",-0.116911439107874,1.25185713727142
"43410",-0.250014699441612,1.31785448933147
"60390",0.148774396533114,0.130011949671904
"87485",-0.120157194638985,0.885530833188092
"9619",-0.134061097315262,1.04060234011407
"44426",-0.230973443501592,1.25947441953108
"8291",-0.429377323246097,1.26306768222899
"47463",0.332626181346728,-0.237321436272564
"74953",-0.404513920311482,1.27841060147582
"34257",-0.402537117828142,1.53344157408483
"48495",-0.481205142011955,1.23332615034986
"22723",-0.370663470965021,0.570192561095726
"53528",-0.0393761215419129,1.33771876205745
"85246",-0.525412134475611,1.05188537888987
"7925",0.23873429925535,0.137986732723532
"17490",-0.52174406943316,1.57170883180869
"31603",-0.0410326285402932,0.360025089189398
"74239",-0.386756744953748,0.932980821923198
"96570",-0.328431933899169,0.323045735481701
"56842",-0.600833887921723,1.57906298456637
"99270",-0.490086147981741,1.37223058325011
"358",-0.0818431253213312,0.208710019906401
"65977",-0.234969220244592,0.573683693093798
"37894",-0.0282059621420618,0.909449046981267
"24478",-0.429861313059948,1.35858199671851
"79178",-0.102268898362886,0.793441132977664
"9856",-0.221010388397606,0.128722284338427
"95989",-0.0681690203640531,0.238297067875394
"45504",-0.303991817857515,0.736555847162636
"23294",-0.265034996842325,1.20822630593558
"105569",0.105982726624738,-0.00921730819686218
"10150",-0.241598848447228,0.705007959333336
"82795",-0.128728976479425,0.502836638621003
"18901",-0.454074109723282,1.21714163793828
"51489",-1.25849270868814,2.4275218119578
"33581",-0.433005670052417,1.05865374157237
"40381",-0.377083957536105,0.779740751176741
"2852",-0.278974590342287,1.28629925094283
"47080",-0.41052662189713,1.27721943489444
"42242",-0.373609238080261,1.2284516907144
"80520",-0.170043918829825,1.18982706312066
"50074",-0.315928384233523,1.16896864655477
"90309",0.142862308182402,0.0386201619497028
"74372",-0.277360488720278,0.896360845469316
"99299",-0.489671105351529,1.45651785780526
"67802",-0.369538505109882,0.977677887673994
"104060",-0.252124919620184,0.986278955905991
"97835",-0.197809980006821,0.657915936829955
"44353",-0.440986853686203,1.7857425745583
"72933",-0.468339999372043,1.25743856685981
"17321",0.0107624013688723,-0.11747546204512
"58078",-0.149568663275735,-0.0746879085003505
"49379",-0.65123920781399,1.09131515969722
"23502",-0.485017619514791,1.55748314060302
"69571",-0.395004670899125,0.736635497686821
"38115",-0.485553219343011,1.3055663135153
"61496",0.0517066898609008,0.544068044350276
"39588",-0.314240951415913,1.19994705792522
"97402",-0.343544345009183,0.550350672301615
"99538",-0.316961599003099,0.689397662821282
"63932",-0.846454062176731,1.49683282003869
"46648",-0.345939831488442,0.724685388237359
"49922",-0.529975686627404,1.23365593968576
"70001",0.103204249055496,0.12057393120585
"22110",-0.0541042748339218,0.869876813266767
"62965",-0.392915126564859,1.69251203988903
"86660",0.26026234476718,-0.07727454200674
"94984",0.107466628857475,0.13481437032046
"83424",-0.501514028728472,1.17623599976087
"15669",-0.0409727271526379,0.0468851908377101
"91899",-0.468454134465428,1.33713966272456
"8973",-0.334455566047424,1.39530891607859
"52639",-0.428896134275257,0.9451730461739
"93462",0.158323026734777,0.171433900943008
"27773",-0.127895686860432,0.46996920949996
"51609",-0.292936028265638,1.84375585946777
"21802",-0.307217154451144,1.19306891600527
"95658",-0.304020460043379,1.47262482498467
"66550",0.168434271629097,0.0993352776859577
"67867",-0.435395731578272,1.22458485373153
"52076",-0.426600291545739,0.95755940189748
"65414",0.0891824286520422,0.234010817587179
"41184",-0.451386867796826,1.8167118069877
"93648",-0.169446212190674,0.638189640190837
"104145",-0.400896341228066,1.55997840331607
"3268",-0.270422147884091,0.823278556951671
"24030",-0.498503129342834,1.32002159036959
"65100",-0.0307732995828118,-0.0127807700919951
"85028",-0.0749440925679731,0.201397124320452
"1483",-0.510760746550675,1.60125580243214
"37037",-0.259185096629671,0.706717782336759
"9360",0.0361222714786129,0.257678574869184
"36036",-0.384682759055295,1.31536148697934
"93677",-0.438564924308987,0.957367808431527
"98656",0.0982357174285632,0.426185825244511
"88731",-0.442395185204048,1.0963537599933
"101289",-0.196123585905844,0.510813010512496
"62410",-1.00731467593912,1.88243915056753
"54528",-0.677770564163912,1.28312023495977
"3126",-0.111657309572396,0.175511813363448
"102686",-0.357527979320609,1.51711668808589
"15820",-0.496216008343133,1.14807797676251
"89370",0.27298124397996,0.26881190373978
"8315",-0.356313609430955,1.19672872262329
"14196",-0.395569601519184,1.36340512374063
"101888",-0.277911236290764,1.35709592509573
"36392",-0.630071972990615,1.55947570605063
"43537",-0.193286301433776,1.31789626649296
"7091",-0.0891760971636077,0.995064534156142
"52118",-0.68044469176908,2.05110619523182
"61468",-0.371130204666056,0.870403905279027
"62779",-0.0765954440028672,-0.274088367704952
"45959",-0.419668102377705,1.35907622605926
"82446",0.281796278727197,0.219846386024361
"90383",-0.437211777421789,1.39369801666541
"4749",-0.0704523689435844,0.182129214052998
"83720",-0.0804116208863895,0.151982395457474
"54374",-0.0433660930277446,0.148294097434746
"67466",-0.399907982325732,0.790073948426305
"54118",0.121745689369582,-0.363512103646635
"101790",0.120771332765982,0.0817072700973492
"52032",-0.462474038147453,1.29230038485908
"82573",-0.416348106009384,0.860637416773755
"66583",-0.384492146890422,0.90346982850717
"105136",-0.430746518266181,1.35399312441948
"7704",-0.378792004644854,1.51121470113639
"52361",-0.0416134930683253,-0.0250280057019311
"13653",-0.480519758514996,1.33671983236434
"32153",0.0606598459979684,-0.42712839779952
"18809",-0.582410976422613,1.87286106474732
"90696",-0.449586502331264,1.57573037401996
"11466",0.241598963657079,0.284205067701794
"105705",-0.439259659290131,1.08817153986435
"86975",0.0279569653385695,0.0899051114393979
"22312",-0.430825666250647,1.44493434419136
"104785",-0.484885095562468,1.66278615431119
"102255",0.157201152182875,0.790777601337694
"21136",-0.47082631264058,1.18991120969281
"85392",-0.366588458882842,0.704579449696299
"95866",-0.570445611418203,1.43391377509016
"83256",0.0241777558770535,0.111598524880394
"100544",-0.457872968915835,0.978545700462739
"8808",-0.483045290575338,1.42255701211936
"80275",-0.473585035372623,1.20167017964658
"851",-0.644984705960544,1.58533662764113
"103390",-0.376568813434341,1.53606579451201
"98032",-0.153438396746691,0.673113104238234
"4211",-0.266810932075665,1.14063372513482
"49262",-0.550148797170229,1.46232311308423
"51594",-0.176219136119312,0.852296965826925
"28944",-0.806610476099634,1.90078210493367
"67850",0.0122779580383828,-0.0909791457888439
"79129",-0.0177993038759907,-0.10790539730952
