x y
 6.876375e-02  3.017878e-01
-4.844074e-01 -3.101224e-01
-2.063183e-01  5.912034e-01
-1.985131e-01 -2.816961e-01
-4.947194e-01 -5.095907e-01
-4.943254e-01 -6.760174e-01
-1.681698e-01 -2.634146e-01
-1.695233e-02  6.313693e-01
-3.477630e-01 -4.127599e-01
-5.099657e-01 -1.004120e-01
-3.417784e-01  1.203834e-01
-1.657121e-01  1.303257e-01
-2.922152e-01  3.025183e-01
-3.717671e-01 -5.815445e-01
-6.577522e-01  1.120871e-01
-5.017253e-01 -7.134838e-01
-4.655504e-01 -6.931099e-01
-3.971366e-01 -4.916632e-01
-3.277225e-01 -3.671841e-01
-4.306099e-01 -2.875094e-01
-2.692660e-02  2.242274e-01
-3.027105e-01 -3.017227e-01
-4.580647e-01 -7.571673e-01
-1.946563e-01  3.510253e-02
-4.776631e-01 -4.668611e-01
-3.616139e-01 -4.700166e-01
 9.383796e-02  6.758226e-01
-5.289575e-01 -3.153457e-01
-3.177923e-01 -3.999078e-01
-3.307396e-01 -4.398238e-01
-2.941260e-01  2.978563e-01
 2.064240e-01  6.061827e-01
 1.480241e-01  4.328847e-01
-3.497030e-01 -3.000094e-01
-3.330580e-01 -5.412352e-01
-1.134707e-01 -1.919573e-01
-4.594968e-01 -4.507180e-01
-5.345139e-01 -2.435758e-01
-7.009092e-01  1.713175e-02
-2.540350e-01 -1.325361e-01
-1.724724e-01 -2.064274e-01
-2.947372e-01 -5.777304e-01
-2.719427e-01 -1.773355e-01
-1.941876e-01 -2.438265e-01
-3.559547e-01 -5.319035e-01
-4.305979e-01 -5.422696e-01
-2.739809e-01 -3.408732e-01
-6.590337e-01  2.004748e-02
-4.947965e-01 -2.844591e-01
-5.369529e-01 -1.780711e-01
 1.777892e-01  4.476284e-01
-2.213262e-01 -6.702786e-02
-4.705647e-01 -4.681628e-01
-5.263383e-01 -9.763853e-02
-2.825512e-01 -1.220530e-01
-4.017277e-01 -5.107637e-01
 1.640604e-02  3.054496e-01
-4.494288e-01 -2.049298e-01
-5.636267e-01 -6.057886e-02
-4.645207e-01 -1.924142e-01
-2.653014e-01 -2.748942e-01
 1.024638e-01  2.719656e-02
-3.039659e-01 -1.426600e-01
-4.750760e-01 -6.575199e-01
-1.445860e-01 -1.588040e-01
-2.152471e-02  3.919251e-01
-1.225554e-01  4.418515e-02
-2.770216e-02  8.072109e-02
-3.021392e-01 -6.721501e-01
-3.696650e-01 -3.692352e-01
-4.829351e-01 -7.254337e-01
-3.128837e-02  3.540157e-01
 5.860216e-02  6.978973e-05
-4.785157e-01 -3.528037e-01
 1.059264e-01  1.982034e-01
-4.190019e-01 -5.849185e-01
-3.750503e-01 -4.313859e-01
-3.119902e-01 -5.979623e-01
-2.844511e-01 -4.055141e-01
-4.642392e-01 -1.857629e-01
 1.146635e-01  3.607565e-01
-3.581731e-01  4.067274e-01
-5.221826e-01 -7.686690e-01
-6.149408e-01 -8.812234e-02
-5.628945e-01 -2.854542e-01
-5.021879e-01 -6.998664e-01
-4.396275e-01 -3.463604e-01
-8.938873e-01  3.212357e-01
-7.898457e-03  4.114611e-01
-1.245724e-01  5.256984e-01
-4.895163e-01 -7.745604e-01
-4.411991e-01 -5.168887e-01
-4.752603e-01 -4.352360e-01
-4.056470e-01 -3.668054e-01
-3.500920e-01 -1.818126e-01
-3.877939e-01 -4.157998e-02
-2.335322e-01 -1.927199e-01
-4.248067e-01 -6.432279e-01
 9.362163e-02  3.929076e-01
-5.186151e-01 -2.092627e-01
-3.816025e-01 -6.439855e-01
-3.739320e-01 -2.113720e-01
-4.614656e-01 -1.110374e-01
-2.730823e-01 -2.108196e-01
-1.823608e-01 -1.808244e-01
-4.124773e-01 -3.356602e-01
 1.281356e-01  5.881550e-01
-3.264168e-01 -5.694486e-01
-4.615151e-01 -3.963679e-01
-4.692925e-01 -3.502832e-01
-4.526690e-01 -6.199295e-01
-4.848850e-01 -4.622212e-01
-6.682479e-02  7.703612e-01
-3.151636e-01 -8.510291e-01
-3.824078e-01 -9.032615e-02
-4.223741e-01 -2.112838e-01
-4.763335e-01 -6.301628e-01
-4.686810e-01 -5.213444e-01
-2.852271e-01 -1.203513e-01
-3.790550e-01 -5.493376e-01
-3.264722e-01  4.223304e-02
-3.827743e-01 -5.379039e-01
 1.634259e-01  3.149234e-02
 2.045281e-01  2.401425e-01
-3.991706e-01 -3.472218e-01
 1.375514e-01  4.280911e-01
-4.369817e-01 -2.714259e-01
-4.778281e-01 -4.329932e-01
-4.284646e-01 -3.375700e-01
-3.394778e-01 -6.944708e-01
-3.837015e-01 -5.230794e-01
-4.246621e-01 -7.104105e-01
 4.390279e-02  1.958674e-01
-4.579458e-01 -5.534478e-01
 1.509063e-01  5.965983e-01
-2.570403e-01 -2.896803e-01
-4.061915e-01 -2.891866e-01
-4.245668e-01 -5.569385e-01
-2.497706e-03  3.998617e-01
-6.936175e-01  1.404730e-01
-5.206421e-01 -4.014608e-01
-2.098654e-01  1.939899e-01
-6.271819e-01 -3.967292e-02
-3.335945e-01 -5.838779e-01
-3.892116e-01 -5.020854e-01
 1.248436e-02  2.773305e-01
-4.070627e-01 -7.328967e-01
-4.285306e-01 -5.197126e-01
-2.221719e-01 -4.816570e-01
-3.878949e-01  3.602404e-01
-1.661823e-01 -2.723367e-01
-2.351039e-01 -2.635656e-01
-1.693862e-01 -1.275599e-01
 4.465469e-02  5.151784e-01
-3.717196e-01 -5.963139e-01
-4.302386e-01 -5.428606e-01
-1.053782e-01  7.749470e-02
-3.733258e-01 -3.324735e-01
-3.357089e-01  1.067689e-01
-3.402256e-01 -3.695896e-01
-4.406360e-01 -5.775410e-01
-3.421961e-01 -4.970891e-01
-2.325596e-01  1.238845e-01
-4.226880e-01 -6.129231e-01
-5.122703e-02  5.146728e-02
-4.923432e-01 -1.996708e-01
-1.936282e-01 -3.094709e-01
-3.696406e-01 -5.708686e-01
-5.598803e-01 -1.886804e-01
-7.752909e-02  1.202751e-01
-3.757569e-01 -2.466178e-01
-3.714656e-01 -7.646667e-01
-2.814105e-01 -2.330235e-01
-4.284604e-01 -2.030331e-01
-4.179735e-01 -1.187438e-01
-5.200785e-01 -2.944127e-01
-1.945553e-01 -3.053392e-01
 1.938849e-01  1.594161e-01
-4.331788e-01 -3.828282e-01
-5.284998e-01 -3.267075e-01
-4.624520e-01 -3.059736e-01
-3.550035e-01 -6.990402e-01
-5.877640e-01 -1.255504e-01
-3.238510e-01 -5.369238e-01
-8.085591e-03  2.560518e-01
-4.254653e-01 -3.876557e-01
-2.659693e-01 -6.199875e-01
-5.048344e-01 -2.969802e-01
-4.915220e-01 -2.101513e-01
-4.548863e-01 -4.832165e-01
-3.972194e-01 -4.774860e-01
-3.987140e-01 -5.671907e-01
-5.933113e-01 -8.759482e-02
-4.064204e-01 -4.905333e-01
-1.762810e-01 -1.766021e-01
 9.385648e-02  2.704716e-01
-3.368335e-01 -6.550030e-01
 1.819045e-01 -7.930784e-02
-5.838616e-01 -1.243135e-01
-1.628762e-01  5.399741e-01
 1.627914e-01  3.012274e-01
-6.000306e-01  1.155372e-02
-4.891229e-01 -4.377357e-01
-5.083814e-01 -2.801044e-01
-1.987739e-01 -2.244330e-01
-2.915289e-01 -4.325950e-04
-4.749221e-01 -5.616219e-01
-3.308157e-01 -5.185920e-01
-5.143031e-01 -7.018158e-01
 1.352972e-01  4.628873e-01
-3.313351e-01 -6.810430e-02
-2.656293e-01 -1.860263e-01
-4.212501e-01 -3.562797e-01
-1.319816e-01 -1.242514e-01
-7.493458e-01  1.418828e-01
-4.478905e-01 -3.901328e-01
-3.895969e-01 -7.075929e-01
 1.497281e-01  1.491295e-01
